
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
2236  520       60d  556.22  628.53   44.14  111.25          ITM         13.00%      152.04%
2237  530       90d  556.22  628.53   41.09  103.55          ITM         13.00%      152.01%
2238  510       40d  556.22  634.09   49.89  125.65          ITM         14.00%      151.87%
2239  590      100d  556.22  600.72   13.20   33.21          OTM          8.00%      151.71%
2240  520      100d  556.22  639.65   49.58  124.77          ITM         15.00%      151.63%
2241  560       80d  556.22  606.28   21.88   55.06          ATM          9.00%      151.61%
2242  555       90d  556.22  611.84   25.97   65.31          ATM         10.00%      151.44%
2243  520       80d  556.22  634.09   46.94  118.00          ITM         14.00%      151.37%
2244  565       70d  556.22  600.72   17.92   45.01          OTM          8.00%      151.24%
2245  550      100d  556.22  617.40   30.16   75.70          ITM         11.00%      150.97%
2246  650       70d  556.22  584.03    1.15    2.88          OTM          5.00%      150.97%
2247  550       50d  556.22  600.72   21.76   54.60          ITM          8.00%      150.87%
2248  545       90d  556.22  617.40   31.51   79.04          ITM         11.00%      150.83%
2249  590       60d  556.22  589.59    7.70   19.31          OTM          6.00%      150.77%
2250  695       90d  556.22  584.03    0.44    1.09          OTM          5.00%      150.51%
2251  580       70d  556.22  595.16   12.13   30.37          OTM          7.00%      150.48%
2252  590       80d  556.22  595.16   10.53   26.37          OTM          7.00%      150.40%
2253  525       60d  556.22  622.97   40.26  100.81          ITM         12.00%      150.39%
2254  645      100d  556.22  589.59    3.11    7.79          OTM          6.00%      150.35%
2255  540       80d  556.22  617.40   33.00   82.61          ITM         11.00%      150.29%
2256  505       40d  556.22  639.65   54.43  136.19          ITM         15.00%      150.19%
2257  560      100d  556.22  611.84   24.97   62.46          ATM         10.00%      150.11%
2258  510       20d  556.22  628.53   47.61  119.05          ITM         13.00%      150.04%
2259  600       90d  556.22  595.16    9.22   23.03          OTM          7.00%      149.89%
2260  565       40d  556.22  589.59   12.27   30.67          OTM          6.00%      149.86%
2261  570       60d  556.22  595.16   14.09   35.22          OTM          7.00%      149.86%
2262  630       90d  556.22  589.59    3.97    9.92          OTM          6.00%      149.82%
2263  570       30d  556.22  584.03    8.15   20.35          OTM          5.00%      149.81%
2264  670       80d  556.22  584.03    0.77    1.91          OTM          5.00%      149.44%
2265  580       90d  556.22  600.72   15.11   37.69          OTM          8.00%      149.43%
2266  535       70d  556.22  617.40   34.67   86.41          ITM         11.00%      149.22%
2267  540      100d  556.22  622.97   36.01   89.74          ITM         12.00%      149.22%
2268  610      100d  556.22  595.16    8.13   20.24          OTM          7.00%      149.11%
2269  525       80d  556.22  628.53   43.21  107.64          ITM         13.00%      149.10%
2270  525      100d  556.22  634.09   45.96  114.49          ITM         14.00%      149.10%
2271  565       90d  556.22  606.28   21.13   52.54          OTM          9.00%      148.71%
2272  615       80d  556.22  589.59    5.14   12.79          OTM          6.00%      148.64%
2273  525       30d  556.22  611.84   35.38   87.92          ITM         10.00%      148.50%
2274  535       40d  556.22  606.28   29.43   73.11          ITM          9.00%      148.43%
2275  520       30d  556.22  617.40   39.66   98.47          ITM         11.00%      148.26%
2276  560       50d  556.22  595.16   16.56   41.08          ATM          7.00%      148.10%
2277  540       50d  556.22  606.28   27.89   69.13          ITM          9.00%      147.87%
2278  690       90d  556.22  584.03    0.53    1.30          OTM          5.00%      147.85%
2279  625       60d  556.22  584.03    2.17    5.37          OTM          5.00%      147.80%
2280  535       90d  556.22  622.97   37.73   93.46          ITM         12.00%      147.70%
2281  510       70d  556.22  639.65   53.61  132.79          ITM         15.00%      147.69%
2282  515       90d  556.22  639.65   52.10  129.01          ITM         15.00%      147.65%
2283  605       50d  556.22  584.03    3.48    8.62          OTM          5.00%      147.56%
2284  530       60d  556.22  617.40   36.55   90.43          ITM         11.00%      147.41%
2285  530       30d  556.22  606.28   31.29   77.39          ITM          9.00%      147.29%
2286  645       70d  556.22  584.03    1.40    3.45          OTM          5.00%      147.24%
2287  515       30d  556.22  622.97   44.11  109.02          ITM         12.00%      147.15%
2288  505       20d  556.22  634.09   52.46  129.60          ITM         14.00%      147.05%
2289  515       70d  556.22  634.09   49.52  122.31          ITM         14.00%      147.01%
2290  515       50d  556.22  628.53   46.83  115.64          ITM         13.00%      146.95%
2291  510       50d  556.22  634.09   51.12  126.17          ITM         14.00%      146.79%
2292  600       70d  556.22  589.59    6.76   16.67          OTM          6.00%      146.53%
2293  545       60d  556.22  606.28   26.57   65.49          ITM          9.00%      146.47%
2294  575       50d  556.22  589.59   10.46   25.78          OTM          6.00%      146.40%
2295  520       50d  556.22  622.97   42.68  105.13          ITM         12.00%      146.33%
2296  570       80d  556.22  600.72   17.42   42.90          OTM          8.00%      146.30%
2297  555       60d  556.22  600.72   20.95   51.59          ATM          8.00%      146.28%
2298  665       80d  556.22  584.03    0.93    2.28          OTM          5.00%      146.28%
2299  505       50d  556.22  639.65   55.55  136.70          ITM         15.00%      146.10%
2300  570      100d  556.22  606.28   20.43   50.26          OTM          9.00%      145.97%
2301  520       90d  556.22  634.09   48.28  118.64          ITM         14.00%      145.73%
2302  640      100d  556.22  589.59    3.60    8.85          OTM          6.00%      145.72%
2303  530       80d  556.22  622.97   39.64   97.38          ITM         12.00%      145.67%
2304  585       40d  556.22  584.03    5.80   14.23          OTM          5.00%      145.59%
2305  510       30d  556.22  628.53   48.69  119.57          ITM         13.00%      145.56%
2306  530      100d  556.22  628.53   42.49  104.33          ITM         13.00%      145.55%
2307  520       70d  556.22  628.53   45.56  111.86          ITM         13.00%      145.52%
2308  685       90d  556.22  584.03    0.63    1.55          OTM          5.00%      145.11%
2309  585      100d  556.22  600.72   14.79   36.19          OTM          8.00%      144.77%
2310  550       70d  556.22  606.28   25.42   62.19          ITM          9.00%      144.66%
2311  625       90d  556.22  589.59    4.61   11.27          OTM          6.00%      144.64%
2312  525       50d  556.22  617.40   38.70   94.65          ITM         11.00%      144.60%
2313  550       40d  556.22  595.16   19.70   48.15          ITM          7.00%      144.38%
2314  500       20d  556.22  639.65   57.36  140.16          ITM         15.00%      144.34%
2315  535       30d  556.22  600.72   27.43   66.89          ITM          8.00%      143.85%
2316  505       30d  556.22  634.09   53.38  130.12          ITM         14.00%      143.74%
2317  640       70d  556.22  584.03    1.69    4.12          OTM          5.00%      143.40%
2318  595       90d  556.22  595.16   10.48   25.50          OTM          7.00%      143.31%
2319  540       70d  556.22  611.84   31.40   76.38          ITM         10.00%      143.29%
2320  545       80d  556.22  611.84   29.95   72.85          ITM         10.00%      143.24%
2321  510       80d  556.22  639.65   54.84  133.35          ITM         15.00%      143.16%
2322  605      100d  556.22  595.16    9.21   22.40          OTM          7.00%      143.15%
2323  620       60d  556.22  584.03    2.64    6.42          OTM          5.00%      143.15%
2324  585       80d  556.22  595.16   12.01   29.20          OTM          7.00%      143.08%
2325  585       60d  556.22  589.59    9.03   21.95          OTM          6.00%      143.04%
2326  660       80d  556.22  584.03    1.12    2.72          OTM          5.00%      143.03%
2327  525       20d  556.22  606.28   33.67   81.82          ITM          9.00%      143.01%
2328  515      100d  556.22  639.65   53.34  129.63          ITM         15.00%      143.01%
2329  525       70d  556.22  622.97   41.76  101.48          ITM         12.00%      142.99%
2330  525       90d  556.22  628.53   44.61  108.35          ITM         13.00%      142.88%
2331  530       20d  556.22  600.72   29.34   71.26          ITM          8.00%      142.86%
2332  610       80d  556.22  589.59    5.98   14.52          OTM          6.00%      142.82%
2333  550       90d  556.22  611.84   28.66   69.58          ITM         10.00%      142.82%
2334  535       60d  556.22  611.84   33.03   80.18          ITM         10.00%      142.77%
2335  555       80d  556.22  606.28   24.39   59.19          ATM          9.00%      142.68%
2336  545      100d  556.22  617.40   33.00   80.09          ITM         11.00%      142.67%
2337  680       90d  556.22  584.03    0.76    1.84          OTM          5.00%      142.30%
2338  575       70d  556.22  595.16   13.87   33.61          OTM          7.00%      142.27%
2339  555      100d  556.22  611.84   27.49   66.56          ATM         10.00%      142.14%
2340  540       40d  556.22  600.72   25.94   62.81          ITM          8.00%      142.11%
2341  560       70d  556.22  600.72   20.22   48.95          ATM          8.00%      142.07%
2342  505       60d  556.22  639.65   56.69  137.22          ITM         15.00%      142.05%
2343  540       90d  556.22  617.40   34.54   83.57          ITM         11.00%      141.98%
2344  575       90d  556.22  600.72   16.95   41.02          OTM          8.00%      141.94%
2345  520       20d  556.22  611.84   38.18   92.38          ITM         10.00%      141.93%
2346  510       60d  556.22  634.09   52.37  126.70          ITM         14.00%      141.93%
2347  500       30d  556.22  639.65   58.16  140.67          ITM         15.00%      141.86%
2348  515       80d  556.22  634.09   50.82  122.90          ITM         14.00%      141.83%
2349  600       50d  556.22  584.03    4.25   10.28          OTM          5.00%      141.74%
2350  530       50d  556.22  611.84   34.89   84.23          ITM         10.00%      141.39%
2351  700      100d  556.22  584.03    0.53    1.28          OTM          5.00%      141.36%
2352  515       60d  556.22  628.53   48.18  116.20          ITM         13.00%      141.16%
2353  635      100d  556.22  589.59    4.15   10.01          OTM          6.00%      141.12%
